type,name,cached_count
Relationship,Canon Relationship(s),763
Freeform,Multiple chapters,763
Freeform,Setting,763
Freeform,oh boy,763
Freeform,30-40K,763
Character,Louis de Pointe du Lac,762
Character,Casey Jones,762
Freeform,Early in Canon,762
Character,Louis Litt,762
Freeform,Season/Series 02 Spoilers,762
Freeform,media,762
Freeform,Female Harry,762
Character,Hawkeye (Marvel),762
Character,Alice,761
Freeform,Underwear,761
Freeform,France (Country),761
Character,Dad (Homestuck),761
Character,B. A. Baracus,761
Character,Wes (Glee),761
Freeform,Loki-centric,761
Character,Huang Zi Tao | Tao,761
Fandom,Deathstroke the Terminator (Comics),761
Freeform,Dom Tony Stark,761
Character,Jeon Jeongguk | Jungkook,761
Relationship,Alec Hardison/Parker,760
Relationship,Tobias Beecher/Chris Keller,760
Fandom,Life with Derek,760
Freeform,sexy?,760
Character,Romeo (Newsies),760
Character,Wolfram von Bielefeld,759
Character,Namine,759
Character,Aunt May,759
Freeform,Fever Dreams,759
Character,Hamish Watson-Holmes,759
Character,Thanos,759
Freeform,Original Female Character - Freeform,758
Character,Kai,758
Character,Spartacus,758
Character,Trina (Falsettos),758
Character,Takeba Yukari,758
Freeform,Cursed,758
Freeform,Dolls,758
Fandom,No. 6 (Anime & Manga),758
Freeform,Slight Smut,758
Freeform,shitpost,758
Character,Gabrielle (Xena),757
Fandom,Days of Our Lives,757
Freeform,alpha!Derek,757
Relationship,Hiccup Horrendous Haddock III & Toothless,757
Freeform,Howard Stark's Bad Parenting,757
Character,Higashikata Tomoko,757
Freeform,John Winchester Being an Asshole,757
Relationship,Owen Harper/Toshiko Sato,756
Character,Dominique Weasley,756
Freeform,Centaurs,756
Character,Ann Perkins,756
Relationship,Nathan Summers/Wade Wilson,756
Freeform,Sailing,756
Character,Wolfgang Amadeus Mozart,756
Freeform,Holmes Brothers,756
Freeform,holiday fluff,756
Relationship,(IMPLIED),756
Freeform,Evil Plans,756
Freeform,Steamy,756
Freeform,I'm crying,756
Freeform,Lesbians in Space,756
Freeform,Alternate Universe - Angels,756
Freeform,Las Vegas Wedding,756
Freeform,Dean Winchester is Bad at Feelings,756
Freeform,Training Camp,756
Character,Lancelot,755
Character,Moaning Myrtle,755
Character,Jamia Nestor,755
Character,Jacob Taylor,755
Freeform,Sastiel - Freeform,755
Character,Warden (Dragon Age),755
Freeform,Deep Throating,755
Relationship,Greg Lestrade/John Watson,755
Freeform,Gentle,755
Character,Marin Morrell,755
Freeform,2000-3000,755
Relationship,Hibari Kyouya/Sawada Tsunayoshi,754
Character,Naraku (InuYasha),754
Freeform,Protective Dean,754
Freeform,Animalistic,754
Relationship,HPDM,754
Relationship,Harry Styles & Louis Tomlinson,754
Freeform,winterhawk - Freeform,754
Freeform,20-Oct,754
Freeform,cross-dressing,753
Character,Henry Spencer,753
Fandom,Iron Man (Comic),753
Freeform,Classroom Sex,753
Relationship,Daphne Greengrass/Harry Potter,753
Freeform,Portuguese,753
Character,Elena (Merlin),753
Fandom,Mission: Impossible - Ghost Protocol (2011),753
Fandom,Final Fantasy XIII Series,753
Freeform,i dunno,753
Freeform,Nothing Hurts,753
Character,Griffon Ramsey,753
Relationship,Tobin Heath/Alex Morgan,753
Character,Jonny d'Ville,753
Freeform,Character Death In Dream,753
Character,Obi (Akagami no Shirayukihime),753
Freeform,Force Visions,753
Freeform,Atlantis,752
Freeform,2000,752
Freeform,time skip,752
Freeform,Affectionate Insults,752
Character,Rob Benedict,752
Freeform,they're in love,752
Freeform,soulmate!AU,752
Freeform,Wakanda,752
Freeform,Cohabitation,751
Fandom,Sailor Moon - All Media Types,751
Freeform,Polyamorous relationship,751
Freeform,Dick Jokes,751
Freeform,Protective Gabriel,751
Freeform,bottom!Louis,751
Fandom,The Faculty (1998),750
Freeform,Judaism,750
Character,Alpha,750
Character,Hope Estheim,750
Character,Johann Schmidt,750
Character,Su,750
Freeform,halloween fic,750
Freeform,D/s undertones,750
Freeform,You've been warned,750
Freeform,I love him,750
Freeform,under 1k,750
Freeform,twice,750
Relationship,Hinata Hajime/Nanami Chiaki,750
Character,The Psiioniic | The Helmsman,750
Character,Karai (TMNT),750
Character,Janine (Sherlock),750
Freeform,Cashton,750
Freeform,game,749
Relationship,Todd Anderson/Neil Perry,749
Character,Owen Lars,749
Relationship,Hannah Abbott/Neville Longbottom,749
Character,Appa (Avatar),749
Relationship,Ezio Auditore da Firenze/Leonardo da Vinci,749
Character,Alucard (Castlevania),749
Character,Sauli Koskinen,749
Character,Female Mage Hawke,749
Freeform,unusual,749
Freeform,Freckles,749
Freeform,Alternate Universe - Not Related,749
Freeform,False Accusations,749
Freeform,DS,748
Fandom,Norse Mythology,748
Character,Kakashi,748
Fandom,Oasis (Band),748
Freeform,Alternate Universe - Photographer,748
Freeform,Belligerent Sexual Tension,748
Character,Kang Daesung,748
Freeform,Minor Spoilers,748
Character,Danny Castellano,748
Freeform,Post-Season/Series 05,748
Relationship,Kamukura Izuru/Komaeda Nagito,748
Relationship,Jung Taekwoon | Leo/Kim Wonshik | Ravi,748
Character,Richard Woolsey,747
Character,Alexis Castle,747
Freeform,selective mutism,747
Freeform,Body Paint,747
Fandom,Sherlock Holmes (2009),747
Freeform,Wendigo,747
Fandom,The Queen's Thief - Megan Whalen Turner,747
Relationship,Dick Grayson & Wally West,747
Relationship,Cosette Fauchelevent/Éponine Thénardier,747
Freeform,Robot Feels,747
Relationship,Camila Cabello/Lauren Jauregui,747
Freeform,3 Sentence Ficathon,747
Freeform,Purple,746
Character,Mia Toretto,746
Freeform,Racing,746
Character,Greed (Fullmetal Alchemist),746
Freeform,Angel Dean Winchester,746
Freeform,Fighting Kink,746
Freeform,single parent,746
Freeform,Alternate universe - Mafia,746
Freeform,hmmm,746
Freeform,Please Kill Me,746
Freeform,GF,746
Relationship,Kominato Ryousuke/Kuramochi Youichi,746
Freeform,Druids,745
Freeform,body image issues,745
Freeform,blind,745
Character,Sherry Birkin,745
Relationship,"Steve McGarrett & Danny ""Danno"" Williams",745
Freeform,Coughing,745
Relationship,Korra/Mako (Avatar),745
Freeform,Meteorstuck,745
Freeform,Alternate Universe - Modern: Still Have Powers,745
Freeform,Rock Stars,744
Character,Kunzite (Sailor Moon),744
Relationship,Hannibal/Will,744
Freeform,England (Country),744
Character,Coriolanus Snow,744
Freeform,no really,744
Character,Hank Griffin,744
Relationship,Peter Parker & Steve Rogers & Tony Stark,744
Freeform,Hurt!Stiles,744
Character,Tobi (Naruto),744
Freeform,yet - Freeform,744
Freeform,frozen,744
Freeform,Protective Mycroft,744
Freeform,FF.net,744
Character,Aaron Kwak | Aron,744
Relationship,Stephanie Brown/Tim Drake,743
Character,Daphne Chanders,743
Character,Hayley Williams,743
Fandom,Legend of Zelda,743
Relationship,Sergio Ramos/Fernando Torres,743
Freeform,Sherlock Is A Bit Not Good,743
Freeform,Original Mythology,743
Character,Bro | Dirk Strider,743
Freeform,flower shop au,743
Character,Ross Hornby,743
Character,Aeryn Sun,742
Character,Samantha Carter,742
Relationship,Dick Grayson/Roy Harper,742
Freeform,test,742
Freeform,Ravenclaw,742
Character,Clarice Starling,742
Character,Kirby (Kirby),742
Character,Loki Laufeyson,742
Freeform,Military Kink,742
Freeform,POV Remus Lupin,742
Freeform,Teacher/Student,741
Freeform,Community: 31_days,741
Character,Elena Fisher,741
Freeform,General fiction,741
Character,Dáin Ironfoot,741
Character,Steven Hackett,741
Freeform,Runaway,741
Freeform,Actor AU,741
Character,Mindy Lahiri,741
Fandom,Reign (TV),741
Character,Hank Voight,741
Character,Apollo,740
Relationship,James Norrington/Jack Sparrow,740
Character,Wilfred Mott,740
Character,John Stewart,740
Freeform,Radio,740
Character,Roger Taylor,740
Character,Two,740
Character,Combeferre,740
Character,Jervis Tetch,740
Freeform,18k,740
Freeform,mentions of self harm,740
Freeform,Relationship Talk,740
Freeform,Non-Sexual Bondage,740
Freeform,so many feels,740
Character,MacKenzie McHale,740
Freeform,Canon Dialogue,740
Character,Seirin High (Characters),740
Character,Kiryuuin Satsuki,740
Character,Ultron (Marvel),740
Character,"Daniel ""Oz"" Osbourne",739
Character,First Doctor,739
Character,Celeborn,739
Character,Edmure Tully,739
Freeform,Come play,739
Character,"Rafael ""Raf"" Esquivel",739
Character,John Blake,739
Relationship,Jasico,739
Relationship,Logan/Rogue (X-Men),739
Character,Mark Mardon,738
Character,Adam Maitland,738
Freeform,Penetration,738
Character,Grumpy | Leroy,738
Freeform,AR,737
Character,Sarah Connor,737
Freeform,Community: smallfandomfest,737
Character,Hollow Ichigo,737
Freeform,Winter Solstice,737
Character,Alicia Florrick,737
Freeform,Star Wars AU,737
Relationship,Fenris/Hawke,737
Character,Dash Baxter,737
Relationship,Nick Burkhardt/Sean Renard,737
Character,Elfman Strauss,737
Fandom,Man of Steel (2013),737
Freeform,little angst,737
Freeform,Alpha Tony Stark,737
Freeform,Accidental Kissing,737
Character,John Murphy,737
Character,Ben Bruckner,736
Freeform,OFC - Freeform,736
Character,Belarus (Hetalia: Axis Powers),736
Character,Johnny Cade,736
Freeform,domestic life,736
Character,Mr Granger (Harry Potter),736
Freeform,Lullabies,736
Freeform,First Time Together,736
Character,Aerys II Targaryen,736
Freeform,Dubious Consent Due To Identity Issues,736
Freeform,Przeczytane,736
Relationship,Richard Armitage/Lee Pace,736
Freeform,Recent,736
Relationship,Hiei/Kurama | Minamino Shuuichi,736
Freeform,M/M/M,735
Freeform,Armpit Kink,735
Character,Connor MacManus,735
Freeform,Con Artists,735
Character,Richard III of England,735
Relationship,Kahlan Amnell/Cara Mason,735
Character,Richard Kruspe,735
Freeform,Nouis,735
Freeform,Step-Sibling Incest,735
Freeform,no ships,735
Freeform,pdf,735
Freeform,eruri - Freeform,735
Freeform,Inprogress,735
Relationship,Doumeki Shizuka/Watanuki Kimihiro,734
Character,Kevin Richardson,734
Freeform,Crossover/Fusion,734
Freeform,Australia,734
Freeform,Wordcount: Over 150.000,734
Relationship,Ambiguous or Implied Pairing,734
Character,Till Lindemann,734
Freeform,Protection,734
Freeform,Love Stories,734
Freeform,Cuddle,734
Freeform,I suck at tags,734
Freeform,touch starved,734
Relationship,Percico,734
Freeform,Female Uzumaki Naruto,734
Fandom,Ylvis,734
Relationship,fitzsimmons,734
Freeform,misawa,734
Character,Madarame Ikkaku,733
Relationship,Fox Mulder/Walter Skinner,733
Character,Richard Cypher,733
Freeform,Disassociation,733
Relationship,Marlene McKinnon/Dorcas Meadowes,733
Fandom,Rock Music RPF,733
Character,Charles Carson,733
Freeform,fuck buddies,733
Freeform,Pureblood Culture,733
Freeform,Favoritos,733
Freeform,Civil War Fix-It,733
Relationship,romanogers,733
Character,Kuzuryuu Fuyuhiko,733
Freeform,Derek and Stiles are Mates,733
Character,Anne Weying,733
Character,Alison Hendrix,733
Fandom,Elder Scrolls Online,733
Character,Yagami Sayu,732
Freeform,Song Inspired,732
Character,Rafael Nadal,732
Freeform,Latex,732
Character,Victor Frankenstein,732
Freeform,sometimes,732
Fandom,My Little Pony: Equestria Girls,732
Freeform,Married Castiel/Dean Winchester,732
Freeform,Down,732
Relationship,Weiss Schnee/Yang Xiao Long,732
Fandom,Charmed,731
Fandom,Marvel Ultimates,731
Character,Jigen Daisuke,731
Relationship,Keith/Lance,731
Character,Kujaku Mai | Mai Valentine,731
Freeform,ships,731
Character,Beck Oliver,731
Freeform,Doctor Who References,731
Freeform,cute fluff,731
Freeform,More characters to be added,731
Character,Zac Hanson,730
Freeform,Hogwarts Fourth Year,730
Freeform,Room of Requirement,730
Freeform,Female Homosexuality,730
Relationship,SSHG,730
Fandom,Castlevania,730
Freeform,Virus,730
Freeform,Rings,730
Freeform,Mood Swings,730
Freeform,alright,730
Freeform,Favorite Sterek AUs,730
Character,Loki (Norse Religion & Lore),730
Character,Uther Pendragon,729
Character,Jon Stewart,729
Relationship,K/S,729
Character,Fred Weasley II,729
Fandom,Sherlock BBC,729
Freeform,Haunted House,729
Freeform,Diplomacy,729
Freeform,#AU,729
Freeform,my faves,729
Fandom,Pushing Daisies,728
Character,John Casey,728
Character,Chris Keller,728
Character,Ace McShane,728
Freeform,fantasies,728
Relationship,Archie Andrews/Betty Cooper,728
Freeform,Slytherin!Harry,728
Character,Sheik (Legend of Zelda),728
Freeform,breaking up,728
Character,Hope Solo,728
Freeform,Waterfall,728
Freeform,BAMF Tony,728
Freeform,Mass Effect 3,728
Freeform,Beach Holidays,728
Relationship,Spones,728
Character,Dorian (Almost Human),728
Character,hoseok,728
Freeform,Heaven & Hell,728
Character,Éomer,727
Freeform,Forever,727
Character,Winifred Burkle,727
Character,Aral Vorkosigan,727
Character,Demyx,727
Freeform,Scarification,727
Character,Marilla Cuthbert,727
Freeform,castiel - Freeform,727
Freeform,Underwear Kink,727
Fandom,The Mummy Series,727
Freeform,Faberry,727
Freeform,Teeth,727
Character,Mirror James T. Kirk,727
Character,Janos Quested,727
Freeform,Tony Has Issues,727
Freeform,smutty smut smut,727
Relationship,Leonardo/Raphael (TMNT),727
Freeform,!!!!!!,727
Freeform,Famous Louis,727
Freeform,Soul Sex,727
Character,John Shelby,727
Freeform,Female Bilbo Baggins,727
Character,Hermione,726
Character,Toph Bei Fong,726
Character,Sodapop Curtis,726
Freeform,finish reading,726
Freeform,Alternate Universe - 1960s,726
Fandom,Stormlight Archive - Brandon Sanderson,726
Character,Megamind,726
Character,Rachel Zane,726
Freeform,Punk,726
Freeform,Erections,726
Freeform,Penetrative Sex,726
Freeform,just a bit,726
Character,Elmer (Newsies),726
Character,Mitch Grassi,726
Character,Morino Ibiki,725
Character,Balinor (Merlin),725
Character,Mithian (Merlin),725
Freeform,Serie,725
Freeform,Group,725
Freeform,Heats,725
Freeform,CRIED,725
Freeform,Alternate Universe - Supernatural Hunters,725
Character,Onoda Sakamichi,725
Freeform,ChanBaek - Freeform,725
Character,Yamanaka Inoichi,724
Character,Rian Dawson,724
Freeform,Natural Disasters,724
Relationship,Danny Concannon/C. J. Cregg,724
Character,Dojima Nanako,724
Fandom,Life on Mars & Related Fandoms,724
Freeform,Top Derek Hale,724
Character,Frerin,724
Fandom,Festival di Sanremo RPF,724
Fandom,Fire Emblem: Seisen no Keifu | Fire Emblem: Genealogy of the Holy War,724
Fandom,X -エックス- | X/1999,724
Fandom,Brokeback Mountain (2005),723
Freeform,Cheese,723
Freeform,Songs,723
Freeform,Юмор,723
Relationship,Hermione Granger/Theodore Nott,723
Freeform,Playful Sex,723
Relationship,Adam Levine/Blake Shelton,723
Relationship,Uchiha Itachi/Uchiha Shisui,723
Freeform,drugged,723
Freeform,Brodinsons,723
Freeform,EXO - Freeform,723
Freeform,past p f,723
Character,Peter Venkman,722
Relationship,Pansy Parkinson/Ron Weasley,722
Character,Alicia Spinnet,722
Character,Roger Federer,722
Character,Stan,722
Freeform,Past Mpreg,722
Freeform,Car Chases,722
Freeform,bottom!Derek,722
Freeform,Gallows Humor,722
Fandom,Political Animals,722
Freeform,Long One Shot,722
Freeform,Orphaned,722
Character,Baldroy (Kuroshitsuji),722
Freeform,Hurt Crowley,722
Fandom,RPF - Fandom,721
Freeform,Flash Fiction,721
Character,Benvolio Montague,721
Relationship,Sean Astin/Elijah Wood,721
Character,Persephone,721
Character,Violet Baudelaire,721
Freeform,Bus,721
Freeform,Risk Aware Consensual Kink,721
Character,Gwaine,721
Character,Henry Mills,721
Freeform,Disney Movies,721
Freeform,Religious Fanaticism,721
Character,Renesmee Cullen,720
Character,Ohkura Tadayoshi,720
Freeform,Second Person,720
Character,Fun Ghoul,720
Character,Carmilla (Carmilla),720
Freeform,Rival Relationship,720
Relationship,Elia Martell/Rhaegar Targaryen,720
Freeform,Ancient Egypt,720
Freeform,FrUK,720
Freeform,ALL THE ANGST,720
Freeform,Past Infidelity,720
Freeform,The Hale Pack - Freeform,720
Freeform,they are in love,720
Freeform,Slang,720
Freeform,Angry Kissing,720
Freeform,Force Ghosts,720
Relationship,John Deacon/Roger Taylor,720
Freeform,Series Spoilers,719
Character,Claire Bennet,719
Relationship,Sakurazuka Seishirou/Sumeragi Subaru,719
Character,Elle Greenaway,719
Freeform,Yuletide 2009,719
Fandom,Dracula - Bram Stoker,719
Freeform,ch 5,719
Fandom,Spartacus: Vengeance,719
Freeform,kill me,719
Freeform,Puppy Piles,719
Freeform,because I said so,719
Character,Mercutio (Romeo and Juliet),719
Freeform,I'M IN LOVE,719
Freeform,Bed Sex,719
Freeform,smut warning,719
Relationship,Draco Malfoy/Harry Potter/Severus Snape,718
Character,Wensleydale (Good Omens),718
Fandom,Olympics RPF,718
Character,Oerba Yun Fang,718
Freeform,中文,718
Freeform,CEO,718
Character,Aragaki Shinjiro,718
Freeform,Bromance to Romance,718
Freeform,Alternate Universe - Medical,718
Character,Black Panther,718
Freeform,Post Civil War,718
Freeform,Youtube AU,718
Character,Max,717
Freeform,Platonic Love,717
Fandom,Strictly Come Dancing RPF,717
Relationship,Gabriel & Sam Winchester,717
Freeform,Resentment,717
Character,Swerve (Transformers),717
Freeform,What am I doing,717
Character,Dylan O'Brien,717
Relationship,Lily Evans Potter & Severus Snape,717
Character,Catherine Willows,716
Relationship,Honda Tohru/Sohma Kyou,716
Character,Brian (Good Omens),716
Freeform,Regeneration,716
Relationship,Mycroft Holmes/Lestrade (Inspector),716
Freeform,Toddlers,716
Freeform,Bratting,716
Freeform,Original Story - Freeform,716
Relationship,midotaka,716
Freeform,Spork,716
Character,"Frank ""Doc"" DuFresne",716
Character,AJ McLean,715
Character,Seras Victoria,715
Character,Norman Reedus,715
Freeform,Holiday Fic Exchange,715
Freeform,Alternate Universe - Artists,715
Freeform,2014,715
Character,Pema (Avatar),715
Character,Alina Starkov,715
Freeform,Elf/Human Relationship(s),715
Character,Seventh Doctor,714
Fandom,Yami No Matsuei,714
Fandom,Vampire Knight,714
Character,Melanie Marcus,714
Character,Arthur Curry,714
Fandom,Baby-Sitters Club - Ann M. Martin,714
Character,Sigyn (Marvel),714
Freeform,Bad Humor,714
Freeform,Rut,714
Relationship,Thor/Reader,714
Freeform,Touchy-Feely,714
Character,Chris Trott,714
Character,Mason Verger,714
Fandom,The Closer,713
Character,Lithuania (Hetalia: Axis Powers),713
Relationship,Akanishi Jin/Kamenashi Kazuya,713
Character,Mei Chan | May Chang,713
Freeform,Comic Book Science,713
Freeform,Escort Service,713
Character,Regina Mills,713
Freeform,Exorcisms,713
Freeform,?? - Freeform,713
Freeform,Mandalorian Culture,713
Freeform,over 50K,713
Character,Kurosaki Ranmaru,713
Character,Uchiha Kagami,713
Character,Kang Seungyoon,713
Fandom,Man From U.N.C.L.E.,712
Relationship,Jensen Ackles/Danneel Harris,712
